downloaded at,2026/03/01,初期値(web用),web用,,,,,,,,,,
kp_type,"``integer``
",``0``,"- description(DFT):

This integer specifies the type of k-points which will be chosen in the calculation.

   - ``kp_type = 0``: Do not perform any k-points sampling and use the phase specified in the ``fort.10`` as the unique k-point.

   - ``kp_type = 1``: Use the Monkhorst-Pack algorithm to generate equally-spaced k-points in the first Brillouin zone. The size of the grid in the three Cartesian directions is determined by the integers ``nk1, nk2, nk3``. Note that ``nk1`` must be set to a value > 0. If ``nk2, nk3`` are not set, then they are taken to be equal to ``nk1``. Also, if skip_equivalence (see below) is set to ``.false.`` the number of k-points might be reduced.
                   In this case, run the tool ``find_kpoints.x`` with the desired input in order to know how many processors must be allocated.

   - ``kp_type = 2``: When this is used, k-points are set by the user and their number is specified by the integer ``nk1``. In this case, the section **KPOINTS** is needed (see below).

   - ``kp_type = 3``: Generates k-points path along high-symmetry lines in the first Brillouin zone. The initial and final points of these segments are specified in the section **KPOINTS** (see below). The number of extremal points is specified by the integer ``nk1`` and the number of points in each segment is specified by the integer ``nk2``.

   - ``kp_type = 4``: Generate k-points randomly within the first Brillouin zone. The number of k-points is specified by ``nk1``. **KPOINTS** section is not needed.
","- description(DFT):

This integer specifies the type of k-points which will be chosen in the calculation.

   - ``kp_type = 0``: Do not perform any k-points sampling and use the phase specified in the ``fort.10`` as the unique k-point.

   - ``kp_type = 1``: Use the Monkhorst-Pack algorithm to generate equally-spaced k-points in the first Brillouin zone. The size of the grid in the three Cartesian directions is determined by the integers ``nk1, nk2, nk3``. Note that ``nk1`` must be set to a value > 0. If ``nk2, nk3`` are not set, then they are taken to be equal to ``nk1``. Also, if skip_equivalence (see below) is set to ``.false.`` the number of k-points might be reduced.
                   In this case, run the tool ``find_kpoints.x`` with the desired input in order to know how many processors must be allocated.

   - ``kp_type = 2``: When this is used, k-points are set by the user and their number is specified by the integer ``nk1``. In this case, the section **KPOINTS** is needed (see below).

   - ``kp_type = 3``: Generates k-points path along high-symmetry lines in the first Brillouin zone. The initial and final points of these segments are specified in the section **KPOINTS** (see below). The number of extremal points is specified by the integer ``nk1`` and the number of points in each segment is specified by the integer ``nk2``.

   - ``kp_type = 4``: Generate k-points randomly within the first Brillouin zone. The number of k-points is specified by ``nk1``. **KPOINTS** section is not needed.
",None,"prep.input:

.. code-block:: text

    kp_type=0 ! This integer specify the type of k-points which will be chosen in the calculation.
              ! = 0 do not perform any k-points sampling and use the phase specified
                    in the fort.10 as the unique k-point.
              ! = 1 use the Monkhorst-Pack algorithm to generate equally-spaced k-points in the
                    first Brillouin zone. The size of the grid in the three carthesian directions
                    is determined by the integer nk1,nk2,nk3.
              !     NB: nk1 must be set to a value > 0. If nk2,nk3 are not set, then they are taken
                        equal to nk1.
              !     NB2: if skip_equivalence (see below) is set to .false. the number of k-points might be reduced.
                         In this case run the tool find_kpoints.x with the desired input in order to know how many
                         processors must be allocated.
              ! = 2 k-points are set from the user and their number is specified by the integer nk1.
                    In this case the section ""KPOINTS"" is needed (see below).
              ! = 3 generates k-points path along high-symmetry lines in the first Brillouin. The initial and
                    final points of these segments are specified in the section ""KPOINTS"" (see below).
                    The number of extremal points is specified by the integer nk1
              !     and the number of points per each segment in specified by the integer nk2.
              ! = 4 generate k-points randomly withiin the first Brillouin zone. The number of k-points is
                    specified by nk1. No section KPOINTS is needed.,
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_253,read_datas.f90:1778,
nk1,``integer``,``-1``,"Meanings depend on the value of kp_type, see above for a detailed explanation.","Meanings depend on the value of kp_type, see above for a detailed explanation.",None,"prep.input:

.. code-block:: text

    nk1=2 ! its meaning depends on the value of kp_type, see above for a detailed explanation.
","prep.README:

.. code-block:: text

    total of 4 lines in the 1BZ
",kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_254,read_datas.f90:1783,
nk2,``integer``,"- if no input

  + ``nk1`` if manyfort10 is .true. and nbead <= 1
  + ``-1`` otherwise
","Meanings depend on the value of kp_type, see above for a detailed explanation.","Meanings depend on the value of kp_type, see above for a detailed explanation.",None,None,"prep.README:

.. code-block:: text

    30 points for each segment
",kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_255,"read_datas.f90:1784, 1804, 1806, 1809, 1815",
nk3,``integer``,"- if no input

  + ``nk1`` if manyfort10 is .true. and nbread <= 1
  + ``-1`` otherwise
","Meanings depend on the value of kp_type, see above for a detailed explanation.","Meanings depend on the value of kp_type, see above for a detailed explanation.",None,None,"prep.README:

.. code-block:: text

    nk1=5  ! total of 4 lines in the 1BZ
",kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_256,"read_datas.f90:1785, 1804, 1806, 1809, 1816",
k1,``integer``,``0``,"For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach","For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach",None,"prep.input:

.. code-block:: text

    !k1=0  ! if kp_type=1 set k1,k2,k3 to 1 in order to apply an offset to the k-point grid generated
             by the Monkhorst-Pack algorithm.
           ! In some cases it can help to reach the convergence to the thermodynamic limit with a
             smaller number of k-points.
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_257,read_datas.f90:1779,
k2,``integer``,``0``,"For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach","For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach",None,None,None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_258,read_datas.f90:1780,
k3,``integer``,``0``,"For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach","For kp_type = 1, set k1, k2, k3 equal to 1 in order to apply an offset to the k-point grid generated by the Monkhorst-Pack algorithm. In some cases, this can help to reach",None,None,None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_259,read_datas.f90:1781,
time_reversal,"``logical``
",``.false.``,WIP,None,None,"prep.input:

.. code-block:: text

    ! time_reversal=.false.   ! exploit time reversal symmetry to furtherly reduce the number of k-points.
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_260,read_datas.f90:1786,
skip_equivalence,"``logical``
",``.true.``,WIP,None,None,"prep.input:

.. code-block:: text

    !skip_equivalence=.false. ! if set to .true. do not reduce the number of k-points depending on the Bravais
                                lattice symmetries.
                              ! NB: run the tool find_kpoints.f90 to know exactly how many k-points will be
                                involved in the calculation when this option is set to .false. (default)
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_261,read_datas.f90:1787,
double_kpgrid,"``logical``
","- ``.false.`` if no input

- ignore input

  + ``.true.`` if manyfort10 is .true. and nbead <= 1 and abs(kp_type) == 5",WIP,None,None,"prep.input:

.. code-block:: text

    ! double_kpgrid=.false.
      ! Case kp_type = 1 -> if .true. the code creates two k-points grid: one for the spin up electrons and
      !                another one for the spin down electrons with the following relation: xkp_down(:) = -xkp_up(:)
      ! Case kp_type = 2/3 if .true. reads, in the ""KPOINTS"" section below, the k-points for the spin up electrons and the
      !                ones for the spin down electrons separated by a dummy line (see example below).
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_262,"read_datas.f90:1788, 1804, 1806, 1809, 1818 -- 1819, 1870 -- 1872",
compute_bands,``logical``,``.false.``,WIP,None,None,"prep.input:

.. code-block:: text

    compute_bands=.false. ! put this flag to .true. if you want to perform non self-consistent calculations for band structure.
                            It must be performed after a self-consistent run with the same molecular orbital real-space mesh.
",None,kpoints,"turborvb.x, readforward.x, prep.x",,read_datasmin_263,read_datas.f90:77,
KPOINTS,WIP,Required for a calculation with a k-grid.,"User-defined k-points are written in the following manner. wkp(i) denotes the weight corresponding to the kpoint xkp(:,i) if the total weight is different from one.:","User-defined k-points are written in the following manner. wkp(i) denotes the weight corresponding to the kpoint xkp(:,i) if the total weight is different from one.:",None,"prep.input:

.. code-block:: text

    ! User-defined k-points. wkp(i) is the weight corresponding to the the kpoint xkp(:,i).
    ! NB: if the total weight is different from on
    ! xkp(1,1) xkp(2,1) xkp(3,1) wkp(1)
    ! xkp(1,2) xkp(2,2) xkp(3,2) wkp(2)
    ! ......
    KPOINTS
    0.1667 0.1667 0.5000  0.5
    0.5000 0.5000 0.5000  0.5
    # blank line and after k-points for spin down electrons
    -0.1667 -0.1667 -0.5000  0.5
    -0.5000 -0.5000 -0.5000  0.5
",None,KPOINTS_lines,"turborvb.x, readforward.x, prep.x",,read_datasmin_264,WIP,
epsdgm,``real*8``,``1d-14``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol01,read_datas.f90:2648,
nx,``integer``,"``0`` (error, input required)","Number of lattice points for the real space integration grid in the x direction. By default, nx = ny = nz","Number of lattice points for the real space integration grid in the x direction. By default, nx = ny = nz",None,"prep.input:

nx=200    ! # of lattice points for the real space integratio grid in the direction x. Default ny=nz=nx
","datasminmol.README:

nx=40          ! default ny=nx nz=ny `
",molecul,"turborvb.x, prep.x",,read_datasmin_mol02,read_datas.f90:2655,
ny,``integer``,- ``nx`` if no input,WIP,None,None,"datasminmol.input:

! ny=80         ! default ny=nx
",None,molecul,"turborvb.x, prep.x",,read_datasmin_mol03,"read_datas.f90:2643, 2656, 2701 -- 2704",
nz,``integer``,- ``ny`` if no input,WIP,None,None,"datasminmol.input:

! nz=80         ! default nz=ny
",None,molecul,"turborvb.x, prep.x",,read_datasmin_mol04,read_datas.f90:2705 -- 2708,
nbufd,``integer``,automatic,"Input value for the buffer dimension. Note that, in the complex code, the buffer dimension is automatically doubled. In this case, consider decreasing the buffer dimension if you have a memory problem.","Input value for the buffer dimension. Note that, in the complex code, the buffer dimension is automatically doubled. In this case, consider decreasing the buffer dimension if you have a memory problem.",None,"prep.input:

.. code-block:: text

    !nbufd=1000  ! Input value for the buffer dimension. Default=1000.
                 ! NB: in the complex code the buffer dimension is automatically doubled; in this case think to decrease the buffer dimension
                 ! if you have memory problems.
","datasminmol.README:

nbufd=10000    ! buffer default
",molecul,"turborvb.x, prep.x",,read_datasmin_mol05,read_datas.f90:2765 -- 2778,
ax,``real*8``,"- if no input

  + ``0.d0``

- ignore input

  + ``cellscale(1)/nx`` if iespbc is .true.

","Space (a.u.) for an open system in the x direction; for periodic systems, it is chosen as the cell parameter in the same direction and need not be specified. By default, ax = ay = az","Space (a.u.) for an open system in the x direction; for periodic systems, it is chosen as the cell parameter in the same direction and need not be specified. By default, ax = ay = az",None,"datasminmol.input:

ax=0.1          ! necessary only for open systems.

prep.input:

.. code-block:: fortran

    ax=0.1    ! Lattice space ax (a.u.) for Open system in the x direction; for periodic systems it is chosen as the cell parameter
              ! in the same direction and need not to be specified. Default ax=ay=az.
",None,molecul,"turborvb.x, prep.x",,read_datasmin_mol06,"read_datas.f90:2658, 2825 -- 2826",
ay,``real*8``,"- if no input

  + ``ax``

- ignore input

  + ``cellscale(2)/ny`` if iespbc is .true.

",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol07,"read_datas.f90:2709 -- 2713, 2825 -- 2827",
az,``real*8``,"- if no input

  + ``ay``

-  ignore input

  + ``cellscale(3)/nz`` if iespbc is .true.

",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol08,"read_datas.f90:2709 -- 2718, 2825 -- 2828",
nmolmin,``integer``,- ``neldo`` if no input,WIP,None,None,"datasminmol.input:

.. code-block:: text

    nmolmin=128     ! the largest |eigenvalues| of the AGP are set to one up to
                    ! nmolmin and the other rescaled to the minimum eigenvalue
                    ! set to one.
","datasminmol.README:

.. code-block:: text

    nmolmin=8    !  ==    the first nmolmin molecular eigenvalue are set to one
                        e.g. if nmolmin=nmolmax=Nel/2  a perfect Slater determinant is
                        projected

    nmolmin= # core molecular orbitals, their  eigenvalues alpha_m
                   in the AGP expansion is fixed to 1.
",molecul,"turborvb.x, prep.x",,read_datasmin_mol09,read_datas.f90:2725 -- 2728,
smearing,``real*8``,``1d-5``,WIP,None,None,None,,molecul,"turborvb.x, prep.x",,read_datasmin_mol10,read_datas.f90:2649,
nmolmax,``integer``,"- if no input

  + ``nmol`` if ``neldo == 0``
  + ``neldo`` otherwise

- error if nmolmax < neldo
",WIP,None,None,"datasminmol.input:

.. code-block:: text

    nmolmax=128     ! the maximum number of molecular orbitals considered <= nmol
                      in the projection scheme. After each projection
                      the determinant has only nmolmax non zero eigenvalues.
","datasminmol.README:

.. code-block:: text

    nmolmax=8    !  ==          used in projection (default nmolmax=nmol)

    nmolmax= # nmolmax <= nmol (suggested nmolmax=nmol), for all
                 nmolmax >=  ""molecular orbital index m""   > nmolmin
                 the eigenvalue is set to--->  alpha_m/alpha_nmolmin
                 For all the others such that  nmol>= m> nmolmax alpha_m=0.
",molecul,"turborvb.x, prep.x",,read_datasmin_mol11,"read_datas.f90:2652, 2729 -- 2732, 2745 -- 2748",
weight_loc,``real*8``,"- ``-1.d0`` if no input

- if weight_loc == 0

  + ``epsdgm**2`` if epsdgm == 0.d0
  + ``1d-8`` if epsdgm /= 0.d0
",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol12,"read_datas.f90:2661, 2736 -- 2743",
orthoyes,``logical``,"- if no input

  + ``.true.``

- ignore input

  + ``.true.`` if gramyes is .true.",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol13,"read_datas.f90:2662, 2820 -- 2824",
epsrem_contr,``real*8``,``epsdgel``,WIP,None,None,"datasminmol.input:

.. code-block:: text

    ! epsrem_contr=epsdgel ! with molopt=4 remove the contracted orbitals with Norm
                             < epsrem_contr after projection.
                             epsrem_contr<0 no elimination.
",None,molecul,"turborvb.x, prep.x",,read_datasmin_mol14,read_datas.f90:2670,
nmolmaxw,``integer``,"- ``nmolmax`` if no input
",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol15,"read_datas.f90:2653, 2750 -- 2753",
gramyes,``logical``,``.true.``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol16,read_datas.f90:2663,
add_onebody2det,``logical``,"- if no input

  + ``.false.`` npsar > 0
  + ``.true.`` npsar <= 0",WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol17,read_datas.f90:2665 -- 2669,
shift_origin,``logical``,``.true.``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol18,read_datas.f90:2671,
shiftx,``logical``,``.false.``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol19,read_datas.f90:2672,
shifty,``logical``,``.false.``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol20,read_datas.f90:2673,
shiftz,``logical``,``.false.``,WIP,None,None,None,None,molecul,"turborvb.x, prep.x",,read_datasmin_mol21,read_datas.f90:2674,
nbufd,``integer``,"- if no input

  + ``1000`` if nelorb < 2000
  + ``100`` if nelorb >= 2000
",WIP,None,None,"ax=0.1         ! lattice mesh on the x direction, not used for PBC.",None,mesh_info,orthomol.x,,orthomol_01,``integer``,
nx,``integer``,- error if no input,WIP,None,None,nx=20          ! number of mesh point in the direction x to evaluate overlaps,None,mesh_info,orthomol.x,,orthomol_02,``integer``,
